,date,name,code,diff,ranking,total
24229,05-09,普利制药,300630,-61,3369,3627
24230,05-10,普利制药,300630,345,3024,3626
24231,05-13,普利制药,300630,236,2788,3630
24232,05-14,普利制药,300630,-28,2816,3629
24233,05-15,普利制药,300630,180,2636,3630
24234,05-16,普利制药,300630,-52,2688,3630
24235,05-17,普利制药,300630,-232,2920,3630
24236,05-09,久吾高科,300631,-3,3536,3627
24237,05-10,久吾高科,300631,-15,3551,3626
24238,05-13,久吾高科,300631,-18,3569,3630
24239,05-14,久吾高科,300631,-4,3573,3629
24240,05-15,久吾高科,300631,3,3570,3630
24241,05-16,久吾高科,300631,-13,3583,3630
24242,05-17,久吾高科,300631,-4,3587,3630
24243,05-09,光莆股份,300632,511,2733,3627
24244,05-10,光莆股份,300632,-106,2839,3626
24245,05-13,光莆股份,300632,-118,2957,3630
24246,05-14,光莆股份,300632,5,2952,3629
24247,05-15,光莆股份,300632,-66,3018,3630
24248,05-16,光莆股份,300632,-263,3281,3630
24249,05-17,光莆股份,300632,-74,3355,3630
24250,05-09,开立医疗,300633,-102,2661,3627
24251,05-10,开立医疗,300633,-87,2748,3626
24252,05-13,开立医疗,300633,21,2727,3630
24253,05-14,开立医疗,300633,-40,2767,3629
24254,05-15,开立医疗,300633,-168,2935,3630
24255,05-16,开立医疗,300633,-111,3046,3630
24256,05-17,开立医疗,300633,-111,3157,3630
24257,05-09,彩讯股份,300634,-29,2412,3627
24258,05-10,彩讯股份,300634,15,2397,3626
24259,05-13,彩讯股份,300634,-22,2419,3630
24260,05-14,彩讯股份,300634,-33,2452,3629
24261,05-15,彩讯股份,300634,15,2437,3630
24262,05-16,彩讯股份,300634,-33,2470,3630
24263,05-17,彩讯股份,300634,30,2440,3630
24264,05-09,达安股份,300635,286,2832,3627
24265,05-10,达安股份,300635,-45,2877,3626
24266,05-13,达安股份,300635,157,2720,3630
24267,05-14,达安股份,300635,108,2612,3629
24268,05-15,达安股份,300635,320,2292,3630
24269,05-16,达安股份,300635,96,2196,3630
24270,05-17,达安股份,300635,-8,2204,3630
24271,05-09,同和药业,300636,-2,3579,3627
24272,05-10,同和药业,300636,-6,3585,3626
24273,05-13,同和药业,300636,-14,3599,3630
24274,05-14,同和药业,300636,-7,3606,3629
24275,05-15,同和药业,300636,-3,3609,3630
24276,05-16,同和药业,300636,-2,3611,3630
24277,05-17,同和药业,300636,9,3602,3630
24278,05-09,扬帆新材,300637,173,2287,3627
24279,05-10,扬帆新材,300637,-56,2343,3626
24280,05-13,扬帆新材,300637,-44,2387,3630
24281,05-14,扬帆新材,300637,5,2382,3629
24282,05-15,扬帆新材,300637,-113,2495,3630
24283,05-16,扬帆新材,300637,-130,2625,3630
24284,05-17,扬帆新材,300637,134,2491,3630
24285,05-09,广和通,300638,-128,1452,3627
24286,05-10,广和通,300638,46,1406,3626
24287,05-13,广和通,300638,-64,1470,3630
24288,05-14,广和通,300638,-113,1583,3629
24289,05-15,广和通,300638,-203,1786,3630
24290,05-16,广和通,300638,109,1677,3630
24291,05-17,广和通,300638,-69,1746,3630
24292,05-09,凯普生物,300639,-44,3234,3627
24293,05-10,凯普生物,300639,-1,3235,3626
24294,05-13,凯普生物,300639,-1,3236,3630
24295,05-14,凯普生物,300639,-45,3281,3629
24296,05-15,凯普生物,300639,3,3278,3630
24297,05-16,凯普生物,300639,-22,3300,3630
24298,05-17,凯普生物,300639,10,3290,3630
24299,05-09,德艺文创,300640,80,1621,3627
24300,05-10,德艺文创,300640,-94,1715,3626
24301,05-13,德艺文创,300640,345,1370,3630
24302,05-14,德艺文创,300640,-45,1415,3629
24303,05-15,德艺文创,300640,-192,1607,3630
24304,05-16,德艺文创,300640,-263,1870,3630
24305,05-17,德艺文创,300640,-115,1985,3630
24306,05-09,正丹股份,300641,-4,3510,3627
24307,05-10,正丹股份,300641,2,3508,3626
24308,05-13,正丹股份,300641,20,3488,3630
24309,05-14,正丹股份,300641,-4,3492,3629
24310,05-15,正丹股份,300641,-14,3506,3630
24311,05-16,正丹股份,300641,3,3503,3630
24312,05-17,正丹股份,300641,-13,3516,3630
24313,05-09,透景生命,300642,-44,3401,3627
24314,05-10,透景生命,300642,-24,3425,3626
24315,05-13,透景生命,300642,-2,3427,3630
24316,05-14,透景生命,300642,-14,3441,3629
24317,05-15,透景生命,300642,7,3434,3630
24318,05-16,透景生命,300642,-24,3458,3630
24319,05-17,透景生命,300642,-18,3476,3630
24320,05-09,万通智控,300643,88,3383,3627
24321,05-10,万通智控,300643,547,2836,3626
24322,05-13,万通智控,300643,392,2444,3630
24323,05-14,万通智控,300643,154,2290,3629
24324,05-15,万通智控,300643,27,2263,3630
24325,05-16,万通智控,300643,-24,2287,3630
24326,05-17,万通智控,300643,-214,2501,3630
24327,05-09,南京聚隆,300644,-16,3091,3627
24328,05-10,南京聚隆,300644,-13,3104,3626
24329,05-13,南京聚隆,300644,1055,2049,3630
24330,05-14,南京聚隆,300644,313,1736,3629
24331,05-15,南京聚隆,300644,27,1709,3630
24332,05-16,南京聚隆,300644,-8,1717,3630
24333,05-17,南京聚隆,300644,-33,1750,3630
24334,05-09,正元智慧,300645,830,1082,3627
24335,05-10,正元智慧,300645,-69,1151,3626
24336,05-13,正元智慧,300645,-121,1272,3630
24337,05-14,正元智慧,300645,-89,1361,3629
24338,05-15,正元智慧,300645,-91,1452,3630
24339,05-16,正元智慧,300645,-519,1971,3630
24340,05-17,正元智慧,300645,-136,2107,3630
24341,05-09,超频三,300647,889,891,3627
24342,05-10,超频三,300647,31,860,3626
24343,05-13,超频三,300647,-53,913,3630
24344,05-14,超频三,300647,-26,939,3629
24345,05-15,超频三,300647,-62,1001,3630
24346,05-16,超频三,300647,-447,1448,3630
24347,05-17,超频三,300647,-190,1638,3630
24348,05-09,星云股份,300648,6,3005,3627
24349,05-10,星云股份,300648,62,2943,3626
24350,05-13,星云股份,300648,-39,2982,3630
24351,05-14,星云股份,300648,-42,3024,3629
24352,05-15,星云股份,300648,87,2937,3630
24353,05-16,星云股份,300648,8,2929,3630
24354,05-17,星云股份,300648,38,2891,3630
24355,05-09,杭州园林,300649,-61,3020,3627
24356,05-10,杭州园林,300649,-5,3025,3626
24357,05-13,杭州园林,300649,-73,3098,3630
24358,05-14,杭州园林,300649,-36,3134,3629
24359,05-15,杭州园林,300649,60,3074,3630
24360,05-16,杭州园林,300649,-1,3075,3630
24361,05-17,杭州园林,300649,2,3073,3630
24362,05-09,太龙照明,300650,-3,3576,3627
24363,05-10,太龙照明,300650,-14,3590,3626
24364,05-13,太龙照明,300650,-15,3605,3630
24365,05-14,太龙照明,300650,0,3605,3629
24366,05-15,太龙照明,300650,3,3602,3630
24367,05-16,太龙照明,300650,-5,3607,3630
24368,05-17,太龙照明,300650,-3,3610,3630
24369,05-09,金陵体育,300651,-43,3399,3627
24370,05-10,金陵体育,300651,-71,3470,3626
24371,05-13,金陵体育,300651,-28,3498,3630
24372,05-14,金陵体育,300651,0,3498,3629
24373,05-15,金陵体育,300651,5,3493,3630
24374,05-16,金陵体育,300651,5,3488,3630
24375,05-17,金陵体育,300651,-9,3497,3630
24376,05-09,雷迪克,300652,8,3601,3627
24377,05-10,雷迪克,300652,-3,3604,3626
24378,05-13,雷迪克,300652,6,3598,3630
24379,05-14,雷迪克,300652,14,3584,3629
24380,05-15,雷迪克,300652,-4,3588,3630
24381,05-16,雷迪克,300652,-4,3592,3630
24382,05-17,雷迪克,300652,-1,3593,3630
24383,05-09,正海生物,300653,-22,2553,3627
24384,05-10,正海生物,300653,-27,2580,3626
24385,05-13,正海生物,300653,376,2204,3630
24386,05-14,正海生物,300653,71,2133,3629
24387,05-15,正海生物,300653,-119,2252,3630
24388,05-16,正海生物,300653,-57,2309,3630
24389,05-17,正海生物,300653,33,2276,3630
24390,05-09,世纪天鸿,300654,73,1837,3627
24391,05-10,世纪天鸿,300654,-80,1917,3626
24392,05-13,世纪天鸿,300654,-16,1933,3630
24393,05-14,世纪天鸿,300654,-88,2021,3629
24394,05-15,世纪天鸿,300654,-77,2098,3630
24395,05-16,世纪天鸿,300654,-167,2265,3630
24396,05-17,世纪天鸿,300654,143,2122,3630
24397,05-09,晶瑞股份,300655,24,3428,3627
24398,05-10,晶瑞股份,300655,-4,3432,3626
24399,05-13,晶瑞股份,300655,-5,3437,3630
24400,05-14,晶瑞股份,300655,22,3415,3629
24401,05-15,晶瑞股份,300655,-38,3453,3630
24402,05-16,晶瑞股份,300655,-20,3473,3630
24403,05-17,晶瑞股份,300655,8,3465,3630
24404,05-09,民德电子,300656,18,3581,3627
24405,05-10,民德电子,300656,-3,3584,3626
24406,05-13,民德电子,300656,306,3278,3630
24407,05-14,民德电子,300656,539,2739,3629
24408,05-15,民德电子,300656,387,2352,3630
24409,05-16,民德电子,300656,48,2304,3630
24410,05-17,民德电子,300656,-38,2342,3630
24411,05-09,弘信电子,300657,13,2543,3627
24412,05-10,弘信电子,300657,-78,2621,3626
24413,05-13,弘信电子,300657,8,2613,3630
24414,05-14,弘信电子,300657,-25,2638,3629
24415,05-15,弘信电子,300657,-167,2805,3630
24416,05-16,弘信电子,300657,-156,2961,3630
24417,05-17,弘信电子,300657,-37,2998,3630
24418,05-09,延江股份,300658,-158,2738,3627
24419,05-10,延江股份,300658,-30,2768,3626
24420,05-13,延江股份,300658,31,2737,3630
24421,05-14,延江股份,300658,-321,3058,3629
24422,05-15,延江股份,300658,-88,3146,3630
24423,05-16,延江股份,300658,-75,3221,3630
24424,05-17,延江股份,300658,-24,3245,3630
24425,05-09,中孚信息,300659,-137,2350,3627
24426,05-10,中孚信息,300659,287,2063,3626
24427,05-13,中孚信息,300659,136,1927,3630
24428,05-14,中孚信息,300659,-80,2007,3629
24429,05-15,中孚信息,300659,-171,2178,3630
24430,05-16,中孚信息,300659,-72,2250,3630
24431,05-17,中孚信息,300659,-225,2475,3630
24432,05-09,江苏雷利,300660,10,3457,3627
24433,05-10,江苏雷利,300660,4,3453,3626
24434,05-13,江苏雷利,300660,-23,3476,3630
24435,05-14,江苏雷利,300660,5,3471,3629
24436,05-15,江苏雷利,300660,50,3421,3630
24437,05-16,江苏雷利,300660,80,3341,3630
24438,05-17,江苏雷利,300660,21,3320,3630
24439,05-09,圣邦股份,300661,134,3031,3627
24440,05-10,圣邦股份,300661,-30,3061,3626
24441,05-13,圣邦股份,300661,48,3013,3630
24442,05-14,圣邦股份,300661,-46,3059,3629
24443,05-15,圣邦股份,300661,-93,3152,3630
24444,05-16,圣邦股份,300661,-72,3224,3630
24445,05-17,圣邦股份,300661,114,3110,3630
24446,05-09,科锐国际,300662,4,3441,3627
24447,05-10,科锐国际,300662,79,3362,3626
24448,05-13,科锐国际,300662,80,3282,3630
24449,05-14,科锐国际,300662,-23,3305,3629
24450,05-15,科锐国际,300662,14,3291,3630
24451,05-16,科锐国际,300662,28,3263,3630
24452,05-17,科锐国际,300662,-64,3327,3630
24453,05-09,科蓝软件,300663,27,436,3627
24454,05-10,科蓝软件,300663,9,427,3626
24455,05-13,科蓝软件,300663,8,419,3630
24456,05-14,科蓝软件,300663,-32,451,3629
24457,05-15,科蓝软件,300663,-78,529,3630
24458,05-16,科蓝软件,300663,-92,621,3630
24459,05-17,科蓝软件,300663,-29,650,3630
24460,05-09,鹏鹞环保,300664,-111,2814,3627
24461,05-10,鹏鹞环保,300664,-5,2819,3626
24462,05-13,鹏鹞环保,300664,47,2772,3630
24463,05-14,鹏鹞环保,300664,2,2770,3629
24464,05-15,鹏鹞环保,300664,-222,2992,3630
24465,05-16,鹏鹞环保,300664,-22,3014,3630
24466,05-17,鹏鹞环保,300664,168,2846,3630
24467,05-09,飞鹿股份,300665,-22,3446,3627
24468,05-10,飞鹿股份,300665,-3,3449,3626
24469,05-13,飞鹿股份,300665,13,3436,3630
24470,05-14,飞鹿股份,300665,4,3432,3629
24471,05-15,飞鹿股份,300665,120,3312,3630
24472,05-16,飞鹿股份,300665,71,3241,3630
24473,05-17,飞鹿股份,300665,12,3229,3630
24474,05-09,江丰电子,300666,44,898,3627
24475,05-10,江丰电子,300666,13,885,3626
24476,05-13,江丰电子,300666,34,851,3630
24477,05-14,江丰电子,300666,-7,858,3629
24478,05-15,江丰电子,300666,-165,1023,3630
24479,05-16,江丰电子,300666,-168,1191,3630
24480,05-17,江丰电子,300666,245,946,3630
24481,05-09,必创科技,300667,147,2780,3627
24482,05-10,必创科技,300667,597,2183,3626
24483,05-13,必创科技,300667,342,1841,3630
24484,05-14,必创科技,300667,169,1672,3629
24485,05-15,必创科技,300667,-29,1701,3630
24486,05-16,必创科技,300667,-106,1807,3630
24487,05-17,必创科技,300667,-145,1952,3630
24488,05-09,杰恩设计,300668,-1,3392,3627
24489,05-10,杰恩设计,300668,-24,3416,3626
24490,05-13,杰恩设计,300668,-25,3441,3630
24491,05-14,杰恩设计,300668,14,3427,3629
24492,05-15,杰恩设计,300668,-14,3441,3630
24493,05-16,杰恩设计,300668,-20,3461,3630
24494,05-17,杰恩设计,300668,25,3436,3630
24495,05-09,沪宁股份,300669,0,3612,3627
24496,05-10,沪宁股份,300669,0,3612,3626
24497,05-13,沪宁股份,300669,1,3611,3630
24498,05-14,沪宁股份,300669,-1,3612,3629
24499,05-15,沪宁股份,300669,7,3605,3630
24500,05-16,沪宁股份,300669,0,3605,3630
24501,05-17,沪宁股份,300669,-4,3609,3630
24502,05-09,大烨智能,300670,63,1582,3627
24503,05-10,大烨智能,300670,-141,1723,3626
24504,05-13,大烨智能,300670,-230,1953,3630
24505,05-14,大烨智能,300670,-200,2153,3629
24506,05-15,大烨智能,300670,169,1984,3630
24507,05-16,大烨智能,300670,-243,2227,3630
24508,05-17,大烨智能,300670,-71,2298,3630
24509,05-09,富满电子,300671,107,2795,3627
24510,05-10,富满电子,300671,-37,2832,3626
24511,05-13,富满电子,300671,-43,2875,3630
24512,05-14,富满电子,300671,33,2842,3629
24513,05-15,富满电子,300671,-142,2984,3630
24514,05-16,富满电子,300671,-93,3077,3630
24515,05-17,富满电子,300671,35,3042,3630
24516,05-09,国科微,300672,561,2294,3627
24517,05-10,国科微,300672,-79,2373,3626
24518,05-13,国科微,300672,97,2276,3630
24519,05-14,国科微,300672,-23,2299,3629
24520,05-15,国科微,300672,-183,2482,3630
24521,05-16,国科微,300672,-383,2865,3630
24522,05-17,国科微,300672,181,2684,3630
24523,05-09,佩蒂股份,300673,-86,2362,3627
24524,05-10,佩蒂股份,300673,-71,2433,3626
24525,05-13,佩蒂股份,300673,-85,2518,3630
24526,05-14,佩蒂股份,300673,-145,2663,3629
24527,05-15,佩蒂股份,300673,110,2553,3630
24528,05-16,佩蒂股份,300673,55,2498,3630
24529,05-17,佩蒂股份,300673,-77,2575,3630
24530,05-09,宇信科技,300674,316,1486,3627
24531,05-10,宇信科技,300674,-33,1519,3626
24532,05-13,宇信科技,300674,-79,1598,3630
24533,05-14,宇信科技,300674,-29,1627,3629
24534,05-15,宇信科技,300674,-78,1705,3630
24535,05-16,宇信科技,300674,-272,1977,3630
24536,05-17,宇信科技,300674,-51,2028,3630
24537,05-09,建科院,300675,15,2643,3627
24538,05-10,建科院,300675,-36,2679,3626
24539,05-13,建科院,300675,93,2586,3630
24540,05-14,建科院,300675,-19,2605,3629
24541,05-15,建科院,300675,-90,2695,3630
24542,05-16,建科院,300675,44,2651,3630
24543,05-17,建科院,300675,9,2642,3630
24544,05-09,华大基因,300676,-54,790,3627
24545,05-10,华大基因,300676,-50,840,3626
24546,05-13,华大基因,300676,363,477,3630
24547,05-14,华大基因,300676,5,472,3629
24548,05-15,华大基因,300676,-24,496,3630
24549,05-16,华大基因,300676,-54,550,3630
24550,05-17,华大基因,300676,-8,558,3630
24551,05-09,英科医疗,300677,148,2929,3627
24552,05-10,英科医疗,300677,2,2927,3626
24553,05-13,英科医疗,300677,741,2186,3630
24554,05-14,英科医疗,300677,321,1865,3629
24555,05-15,英科医疗,300677,3,1862,3630
24556,05-16,英科医疗,300677,-119,1981,3630
24557,05-17,英科医疗,300677,-46,2027,3630
24558,05-09,中科信息,300678,-175,1875,3627
24559,05-10,中科信息,300678,-84,1959,3626
24560,05-13,中科信息,300678,-209,2168,3630
24561,05-14,中科信息,300678,-80,2248,3629
24562,05-15,中科信息,300678,-87,2335,3630
24563,05-16,中科信息,300678,157,2178,3630
24564,05-17,中科信息,300678,-5,2183,3630
24565,05-09,电连技术,300679,-114,2249,3627
24566,05-10,电连技术,300679,14,2235,3626
24567,05-13,电连技术,300679,-102,2337,3630
24568,05-14,电连技术,300679,-193,2530,3629
24569,05-15,电连技术,300679,-62,2592,3630
24570,05-16,电连技术,300679,230,2362,3630
24571,05-17,电连技术,300679,-60,2422,3630
24572,05-09,隆盛科技,300680,-87,3026,3627
24573,05-10,隆盛科技,300680,-21,3047,3626
24574,05-13,隆盛科技,300680,-81,3128,3630
24575,05-14,隆盛科技,300680,-56,3184,3629
24576,05-15,隆盛科技,300680,-16,3200,3630
24577,05-16,隆盛科技,300680,56,3144,3630
24578,05-17,隆盛科技,300680,-12,3156,3630
24579,05-09,英搏尔,300681,-7,3525,3627
24580,05-10,英搏尔,300681,-1,3526,3626
24581,05-13,英搏尔,300681,-10,3536,3630
24582,05-14,英搏尔,300681,-19,3555,3629
24583,05-15,英搏尔,300681,-19,3574,3630
24584,05-16,英搏尔,300681,11,3563,3630
24585,05-17,英搏尔,300681,-2,3565,3630
24586,05-09,朗新科技,300682,73,2314,3627
24587,05-10,朗新科技,300682,273,2041,3626
24588,05-13,朗新科技,300682,205,1836,3630
24589,05-14,朗新科技,300682,-93,1929,3629
24590,05-15,朗新科技,300682,-62,1991,3630
24591,05-16,朗新科技,300682,-112,2103,3630
24592,05-17,朗新科技,300682,55,2048,3630
24593,05-09,海特生物,300683,-15,3447,3627
24594,05-10,海特生物,300683,-13,3460,3626
24595,05-13,海特生物,300683,-20,3480,3630
24596,05-14,海特生物,300683,-5,3485,3629
24597,05-15,海特生物,300683,5,3480,3630
24598,05-16,海特生物,300683,13,3467,3630
24599,05-17,海特生物,300683,6,3461,3630
24600,05-09,中石科技,300684,-56,2394,3627
24601,05-10,中石科技,300684,1,2393,3626
24602,05-13,中石科技,300684,-29,2422,3630
24603,05-14,中石科技,300684,-87,2509,3629
24604,05-15,中石科技,300684,91,2418,3630
24605,05-16,中石科技,300684,-37,2455,3630
24606,05-17,中石科技,300684,14,2441,3630
24607,05-09,艾德生物,300685,-109,2706,3627
24608,05-10,艾德生物,300685,-131,2837,3626
24609,05-13,艾德生物,300685,92,2745,3630
24610,05-14,艾德生物,300685,-86,2831,3629
24611,05-15,艾德生物,300685,-228,3059,3630
24612,05-16,艾德生物,300685,239,2820,3630
24613,05-17,艾德生物,300685,64,2756,3630
24614,05-09,智动力,300686,-3,2591,3627
24615,05-10,智动力,300686,-75,2666,3626
24616,05-13,智动力,300686,-83,2749,3630
24617,05-14,智动力,300686,208,2541,3629
24618,05-15,智动力,300686,-74,2615,3630
24619,05-16,智动力,300686,-18,2633,3630
24620,05-17,智动力,300686,-1,2634,3630
24621,05-09,赛意信息,300687,6,3041,3627
24622,05-10,赛意信息,300687,8,3033,3626
24623,05-13,赛意信息,300687,-79,3112,3630
24624,05-14,赛意信息,300687,75,3037,3629
24625,05-15,赛意信息,300687,-30,3067,3630
24626,05-16,赛意信息,300687,186,2881,3630
24627,05-17,赛意信息,300687,76,2805,3630
24628,05-09,创业黑马,300688,-15,2862,3627
24629,05-10,创业黑马,300688,8,2854,3626
24630,05-13,创业黑马,300688,14,2840,3630
24631,05-14,创业黑马,300688,580,2260,3629
24632,05-15,创业黑马,300688,-14,2274,3630
24633,05-16,创业黑马,300688,-65,2339,3630
24634,05-17,创业黑马,300688,-25,2364,3630
24635,05-09,澄天伟业,300689,21,3514,3627
24636,05-10,澄天伟业,300689,-8,3522,3626
24637,05-13,澄天伟业,300689,-5,3527,3630
24638,05-14,澄天伟业,300689,-9,3536,3629
24639,05-15,澄天伟业,300689,9,3527,3630
24640,05-16,澄天伟业,300689,-20,3547,3630
24641,05-17,澄天伟业,300689,-11,3558,3630
24642,05-09,双一科技,300690,-74,2985,3627
24643,05-10,双一科技,300690,1,2984,3626
24644,05-13,双一科技,300690,33,2951,3630
24645,05-14,双一科技,300690,227,2724,3629
24646,05-15,双一科技,300690,-60,2784,3630
24647,05-16,双一科技,300690,-62,2846,3630
24648,05-17,双一科技,300690,-34,2880,3630
24649,05-09,联合光电,300691,42,3434,3627
24650,05-10,联合光电,300691,11,3423,3626
24651,05-13,联合光电,300691,74,3349,3630
